content,label,has_url,has_phone_number,sender_type,category
"Kwin668-B4cc4r4t truc t13p, x0 s0 1 an 99. Rut t13n tr0ng 5 fhut. Dk t41: kw77.com",1,1,0,personal_number,
Lotteria: Happy Birthday! Quy khach nhan ngay 1 phieu mien phi 1 mieng Ga ran khi mua hoa don tu 150.000D. Ma: BD2025. Han dung 15/11/2025 tai lotteria.vn. Tu choi QC soan TC gui 8079.,0,1,0,shortcode,Quảng cáo hợp lệ
H-e-n h-o k-i-n d-a-o v-o-i e-m s-i-n-h v-i-e-n H-N. L-i-n-k: t.me/hnsweet_99 qW4e,1,1,0,personal_number,
TikTok Shop: Ma xac minh de dang ky tai khoan moi la 552910. Ma co hieu luc trong 10 phut.,0,0,0,brandname,Thương mại điện tử
HN-Zalo: G;A;I_X;i;N;H-H;N-p:h;u;c-v;u-A-t:u-A-z. Z-a-l-o: zalo.me/g/hn_vip_extreme bN3m,1,1,0,personal_number,
C-h-o-i-v-u-i-v-e-D-N-h-e-n-h-o-x-i-n-h. L-i-n-k-T-e-l-e-g-r-a-m: t.ly/dn-club-hot gK9s,1,1,0,personal_number,
3B4y tuy3n nh4n v13n xu ly d0n h4ng TMDT. L0ng 500-3000k/ngay. Tu01 23-65. Z4l0: zalo.me/84883355779 Z4l0: 84883355779,1,1,1,personal_number,
"JILI_tang_250k-khi-tai-app. x3-nap-dau. Rut-ngay. TLMN, X*oc-D*ia, N^ohu. Link: p9z1x.tech/fD4s",1,1,0,personal_number,
@:n:h_0:i_E:m_x:i:n:h_H:C:M_Z;a;I;o: bit.ly/hcm_em_xinh_2024_n P8mJ,1,1,0,personal_number,
T:1:M_B;ä:N_v;U;I_v;3_H:C:M_T;e;I;e;G;r;a;M: bit.ly/hcm_hot_68_xx XyZ1,1,1,0,personal_number,
N-h-4-n_n-h-1-3-m v-u_T-3-l-3-g-r-4-m_k13m_T1EN. Ch1_c4n-f0ll0w-p4g3. L-u-0ng-v3_S-T-K n-g-4-y. t.me/kenh_kiem_tien,1,1,0,personal_number,
Tổng cục Thuế: Chwc mwrng b4n zw0c h0 tr0 thu3 2024. B4m v4o https://thue-online.top z3 nh4n t13n,1,1,0,shortcode,
GrabExpress: Dong gia giao hang 15.000 dong cho 3 don hang dau tien trong ngay. Ap dung cho cu ly duoi 5km den het 30/06/2025. Mo ung dung Grab ngay.,0,0,0,shortcode,Quảng cáo hợp lệ
Ve xem phim CGV: Ma xac nhan 839102 cho suat chieu Kung Fu Panda luc 20h. Vui long den quay ve lay ve.,0,0,0,shortcode,Tin nhắn cá nhân và OTP
"MobiFone: Quy khach da dang ky thanh cong goi C120. Mien phi 4GB data/ngay, mien phi cuoc goi noi mang duoi 20 phut va 50 phut lien mang. Phi dich vu 120.000d/30 ngay. Chi tiet LH 9090.",0,0,1,brandname,Viễn thông
BHXH Viet Nam: Moi Quy khach cap nhat so CCCD vao thong tin bao hiem de dong bo du lieu quoc gia. Truy cap dichvucong.baohiemxahoi.gov.vn,0,1,0,brandname,Dịch vụ công thật
H-e-n-h-o-k-i-n-d-a-o-H-N-z-a-l-o. A-n-h-v-a-o-n-h-o-m-x-e-m-a-n-h: zalo.me/g/hnxinh2024 qP0k,1,1,0,personal_number,
"Ch4o b4n, m1nh l4 L1nh. L4m nv th4 t1m v1d30 kiem 300k/ngay. Kh0ng c4n v0n, ch1 c4n 15p. Tr4 t1en cu0i ng4y.",1,0,0,personal_number,
3M1M3 C0mp4ny tuy3n nv b4n th01 g14n. Thu nh4p 800k/ng4y. Tu01 23-65. Th4o t4c z0n g14n. Z4l0: zalo.me/84924445566 Z4l0: 84924445566,1,1,1,personal_number,
"Mai di gap khach hang voi chi nhe, 9h tai sanh.",0,0,0,personal_number,Tin nhắn cá nhân và OTP
"CUC AN NINH MANG: Canh bao nguoi dan khong cung cap thong tin ca nhan, ma OTP cho nguoi tu xung la can bo Cong an qua dien thoai. Moi lam viec deu tai tru so.",0,0,0,brandname,Dịch vụ công thật
Wintel: Goi cuoc WIN60 cua Quy khach se het han vao ngay 16/05/2024. Vui long nap 60.000d de he thong tu dong gia han.,0,0,0,brandname,Viễn thông
"Wintel: Ban da dang ky thanh cong goi WIN60. Mien phi DATA toc do cao khong gioi han, 5 phut goi ngoai mang. Goi cuoc co hieu luc den 20/05/2024. Chi tiet tai https://wintel.vn/chinh-sach.",0,1,0,brandname,Viễn thông
H-C-M-T-e-l-e-g-r-a-m: T-o-n-g-h-o-p-l-i-n-k-g-a-i-x-i-n-h-S-a-i-G-o-n-m-o-i-n-h-a-t. L-H: https://t.me/sg_links_daily bN1m,1,1,0,personal_number,
TikTok Shop: Don hang 665544332211 da giao thanh cong. Vui long xac nhan da nhan hang tren ung dung TikTok.,0,0,0,brandname,Thương mại điện tử
"EMIME Company tuyển gấp nhân viên bán thời gian. Lương hấp dẫn 800k/ngày, nhận tiền trong ngày. Yêu cầu 23-65 tuổi. Liên hệ: zalo.me/84988990011 Zalo: 84988990011",1,1,1,personal_number,
Tiki: Don hang TKI-9928172635 cua ban da duoc xac nhan. Du kien giao den ban vao ngay 15/05. Chi tiet: tki.vn/status,0,1,0,brandname,Thương mại điện tử
VCB D1g1b4nk: Th0ng b40 n7ng c4p h3 th0ng b40 m4t. Vuj l0ng d4ng nh4p vcbdigibank.cc d3 c4p nh4t.,1,1,0,brandname,
ĐN-Telegram: tORK;iM!ay-Đ_N-n;h4n-v;U;i-v;e-c;U;n;g-E. T-e-l-e: bit.ly/dn_noise_fun vB4m,1,1,0,personal_number,
3B4y tuy3n nh4n v13n xu ly d0n z4t h4ng TMDT t41 nh4. Thu nh4p 500k-3000k/ng4y. Tu01 23-65. L13n h3 Z4l0: zalo.me/84889900112 Z4l0: 84889900112,1,1,1,personal_number,
JT445566778899: Giao khong thanh cong lan 3. Hang se duoc tra ve cho shop. Lien he giao vien: 0945678901.,0,0,1,brandname,Vận chuyển
"119283 la ma xac minh Shopee cua ban. KHONG chia se ma nay voi nguoi khac, ke ca nhan vien Shopee.",0,0,0,personal_number,Thương mại điện tử
TB KHAN: Ph0ng AN N1NH D13U TR4 th0ng b40 O/B ph41 ch1u tr4ch nh13m h1nh su n3u kh0ng th4nh t04n kh04n n0 tru0c 17g h0m n4y. Chung t01 d4 c0 d4y du h1nh 4nh v4 th0ng t1n c4 nh4n d3 phuc vu qu4 tr1nh b4t g14m.,1,0,0,personal_number,
6089: Ma van don VTP556644332 da giao thanh cong luc 09:55. Cam on ban da su dung Viettel Post.,0,0,0,shortcode,Vận chuyển
Moi Quy khach Doan Minh Khoi kham tai Phong 108 - Khoa Than kinh - Benh vien Nhan Dan 115 luc 10:30 ngay 26/11/2024.,0,0,0,brandname,Dịch vụ y tế
VCB DIGIBANK: T4i kh04n s3 b1 kh04 v1nh v13n s4u 10 fhut n3u kh0ng x4c m1nh t41 vcbdigibank.cc.,1,1,0,brandname,
"TB KHAN: Trung t4m Thu h01 N0 th0ng b40 C40 M1nh D4t CMND: 271928374. Kho4n n0 13,285,000VND t41 FE ph41 th4nh tu4n tru0c 16H Ng4y 28/11. B4t h0p t4c s3 b1 truy thu t41 s4n cu0ng ch3.",1,0,0,personal_number,
BV Cho Ray thong bao: Benh nhan Nguyen Thi Bich co lich tai kham sau dieu tri luc 13:30 ngay 25/10/2024 tai Khoa Gan Mat. LH 02838554137 khi can ho tro.,0,0,1,brandname,Dịch vụ y tế
S4C0MB4NK: D13m thu0ng s3 h3t h4n v4o cu0j ng4y. D4ng nh4p sacombank.cc d3 d0j qu4 tru0c kh1 b1 huy.,1,1,0,brandname,
"[CANH CAO LAN CUOI]: Ông Võ Văn Kiệt CCCD: 072191003456 nợ Mirae Asset 6,778,200VND. Thanh toán trước 16H Ngay 22/06. Quá hạn chúng tôi sẽ gửi trích lục nợ xấu về UBND xã nơi cư trú để làm việc. LH: 0922334455.",1,0,1,personal_number,
T1m_b@n_g@i_d3m_n@y_HCM_Telegram_cl!ck: https://t.ly/hcm_night_fun aS7r,1,1,0,personal_number,
"Giai tri 2Q: T4i 4pp t4ng 88k, x3 n4p d4u, rut t1en kh0ng g10i h4n. TLMN, N.0hu. Click: 2qplay.tech/kL89m",1,1,0,personal_number,
TH4_T1M_V1D30_NH4N_100K_M01_NG4Y. Kh0ng_c4n_v0n_d4u_tu. Nh4n_v4o_nzh0m_Telegram: t.me/tiktok_kiemtien_free,1,1,0,personal_number,
"Kwin668_N4P-1-DUOC-3. TLMN, X.oc-D.ia, N.ohu. T41 app tai: kwin9.tech/uN3x",1,1,0,personal_number,
"Cty HVS tuyển nhân viên bán thời gian tại nhà. Thu nhập 500k-1000k/ngày. Yêu cầu 22-65 tuổi, thao tác đơn giản. Liên hệ Zalo: zalo.me/84937223344 Zalo: 84937223344",1,1,1,personal_number,
"789Bet: N4p_1OOk-nh4n-288k. Rut-MAXX-15.OOOk. 1_vong-cuoc. No-Hu, BCR. DK: t.ly/kL0pM aS3dF",1,1,0,personal_number,
"HDBank: TK ****9910 -3,000,000VND luc 20:15. So du: 45,000,000VND. ND: Chuyen khoan nhanh 247.",0,0,0,shortcode,Ngân hàng thật
"TB KHAN: Ông Vũ Đức Anh (CCCD: 038095004732) nợ Công ty Tài chính FE 19,275,500VND. Phải hoàn tất trước 17g hôm nay để xóa nợ xấu CIC, tránh ảnh hưởng người thân và gia đình. Liên hệ Zalo: 0944332211.",1,0,1,personal_number,
T40_thu-nh4p_1tr-m01_ng4y^cung_T3l3gr4m. Nvu_d0n-h4ng_cuc-de. Ch1_c4n_d13n_th041_c0-m4ng. Add_ng4y: t.me/nvu_online_hot,1,1,0,personal_number,
H04n thu3 TNCN: 0ng (B4) z4 zu z!3u k13n nh4n t13n h0 tr0 C0V1z. B4m v40 www.yhnjk.icu. QU4 H4N S3 KH0NG ZU0C CH4P NH4N! mN1b,1,1,0,personal_number,
Quyet z1nh BHXH: B4n da du d!eu k1en nh4n t1en h0 tro. Nhan t41 mo.edcrf.com. QUA HAN SE KH0NG DUOC CHAP NHAN! lI3u,1,1,0,personal_number,
C0_H01_VANG^nhan-ngay_500k-m01-ng4y. L4m_nvu_T1kt0k_th4-t1m. Kh0ng_c4n_v0n_dau_tu. LH_Telegram: t.me/h0tro_v1p_01,1,1,0,personal_number,
[MB BANK] Thong bao: B4n nh4n du0c kH04n t13n h0 tr0 2tr d0ng. Truy c4p http://mbbank-online.vip d3 rUt t13n v3 t4j kH04n.,1,1,0,brandname,
HN-Telegram: HN_Dating_v0i_G@i_xInH_nhU_m@u. T3l3gr@m: t.me/hn_dating_pro_v1p qW8s,1,1,0,personal_number,
Shopee: Don hang #241111LKJHG99 dang duoc giao den ban. Shipper se lien he trong it phut toi. Theo doi: shopee.vn/track,0,1,0,brandname,Thương mại điện tử
B0 C0ng 4n: C4p nh4t zữ l13u z0 c0 s41 s0t. L1nk: bca-gov.top,1,1,0,brandname,
TB KHAN: [C4NH C4O L4N CU01] Ph0ng AN N1NH D13U TR4 th0ng b40 O/B d4 v1 ph4m d13υ lυ4t h1nh sυ. Y3υ c4υ l13n h3 84983746521 trυoc 17g h0m n4y d3 x4c m1nh th0ng t1n n3υ kh0ng s3 r4 l3nh b4t t4m g14m.,1,0,0,personal_number,
Grab: Tang Quy khach ma uu dai GRABBIKE giam 10k cho 5 chuyen di tiep theo. Thoi han su dung den 25/05/2026. Tu choi QC: TC gui 9089.,0,0,0,brandname,Quảng cáo hợp lệ
"4w1n_G3m_m0i_t4g_b4n_250k_kH1_t4i_@pp, x4 n4p d4u, rUt_nG4y, ch0i N_0hu, B_4nC4... Cl1ck: https://awaw.cc/kL9m1",1,1,0,personal_number,
4m4z0n tuy3n nv xu ly z0n z4t h4ng TMZT. Thu nh4p 500k~3000k/ng4y. Tu01 23-65. Z4l0: zalo.me/84933000033 Z4l0: 84933000033,1,1,1,personal_number,
[Tong cuc Thue] B4n d4 du d13u k13n d3 nh4n t13n h0 tr0 thu3. B4m v4o: thue-online.top,1,1,0,brandname,
Quy3t d!nh BHXH: Ong (Ba) z4 du d!eu k!en nhan t1en ho tro. Bam vao www.lkjhg.icu. QUA HAN SE KH0NG DUOC CHAP NHAN! tY6u,1,1,0,personal_number,
Cty HVS tuyển người hỗ trợ đặt hàng Tiki tại nhà. Lương 800.000đ/ngày thanh toán theo ngày. Yêu cầu 22-60 tuổi. Liên hệ Zalo: 84922334455,1,0,1,personal_number,
[SHB DIGIBANK] T41 kh04n cu4 b4n d4 b1 t4m-kh04. V4o shbdigibank.vn-hj.top d3 m0 l41 n0y.,1,1,0,brandname,
Sh0p33 tuy3n g4p nv xu ly z0n h4ng v4 zanh g14 s4n f4m t41 nh4. Tu01 22-60. Thu nh4p 500k-1500k/ng4y. Z4l0: zalo.me/84933223344,1,1,0,personal_number,
"B4n 01, m1nh l4 Ngan. L4m nv b1nh lu4n v1d30 k13m 100k/ng4y. Kh0ng c4n v0n, tr4 t13n s4u 20h m01 ng4y.",1,0,0,personal_number,
[VCB] Quy khach co lich hen gia han the ATM tai chi nhanh vao ngay 26/08. Vui long mang theo CCCD khi di.,0,0,0,shortcode,Ngân hàng thật
Hoan thue TNCN: 0ng (B4) d4 du d13u k13n nh4n h0 tr0 thue. B4m v4o www.uytrv.icu. QU4 H4N S3 KH0NG DU0C CH4P NH4N! jK1l,1,1,0,personal_number,
Moi Quy khach Nguyen Thu Ha den kham tai Phong 205 - Khoa Mat - Benh vien 108 luc 08:45 ngay 30/11/2024. Lien he 02462784169 de biet them.,0,0,1,brandname,Dịch vụ y tế
[BỘ Y TẾ] B4n c0 b4o h13m y t3 chu4 duoc d0ng b0. Tr0y c4p b0yt3-chinhphu.t0p d3 c4p nh4t.,1,1,0,shortcode,
"B4n 01, d4ng k-y t41 kh04n d4t d0n h4ng 0nl1n3 k13m h04 h0ng 20% m01 d0n. Kh0ng c4n k1nh ngh13m, ch1 c4n 20 phut/ng4y.",1,0,0,personal_number,
"MoMo: Bạn có quà tặng 200.000đ khi giới thiệu bạn bè thanh toán hóa đơn điện, nước trên Ví MoMo. Ưu đãi áp dụng đến hết 31/07/2025. Mở Ví > Ưu đãi để xem chi tiết.",0,0,0,brandname,Quảng cáo hợp lệ
Cảnh sát Giao thông: H0 s0 v1 ph4m g14o th0ng c4u b4n-chua-n0p. Truy c4p: phatnguoi-vn.top d3 x3m ch1 t13t.,1,1,0,brandname,
BHXH VN: 0ng (B4) d4 du d13u k13n nh4n T13N h0 tr0 tu quy BH-TN. B4m v40 www.asdfg.icu. QU4 H4N S3 KH0NG DU0C CH4P NH4N! xYz1,1,1,0,personal_number,
Ninja Van: NVVN55667788 dang phan loai tai kho Binh Duong. Du kien giao 02/06 (tu 8h-18h).,0,0,0,brandname,Vận chuyển
E;m_C;ầ:n_T;i:ề:n_T;i:ê;u_V:ặ:t_HCM – Telegram: bit.ly/hcm_money_girl_v17 bR5o,1,1,0,personal_number,
BV Nhan Dan 115: Nhac hen tiem phong cho be Le Thuy Linh luc 10h00 ngay 25/10 tai Khoa Kham benh. LH 02838652368.,0,0,1,brandname,Dịch vụ y tế
Bo LD-TB-XH: Ong (Ba) da du d!eu k!en NHAN T1EN tu Quyet d1nh BHXH. Nhan tai: mo.ujmikl.com. QUA HAN SE KH0NG DUOC CHAP NHAN. fR4t,1,1,0,personal_number,
"Con sang nha ban hoc nhom, toi con ve an com.",0,0,0,personal_number,Tin nhắn cá nhân và OTP
Ninja Van: Nhan vien se den lay hang NVVN44332211 luc 15:30 ngay 11/05. Quy khach vui long chuan bi hang.,0,0,0,shortcode,Vận chuyển
HCM – Telegram. H-e-n h-o k-h-o-n-g r-a-n-g b-u-o-c t-a-i S-a-i G-o-n. t.ly/hcm_dating_fun tY6u,1,1,0,personal_number,
"Am4z0n c4n nv xu ly z0n h4ng. Thu nh4p 500k-3tr/ng4y. Tu01 22-60, l4m t41 nh4. Z4l0: zalo.me/84911223344 Z4l0: 84911223344",1,1,1,personal_number,
Bo_LD-TB-XH: 0ng (B4) d4 du d!3u k13n nh4n t13n theo NQ-116. Nh4n t41 mo.edcrf.com. QUA HAN SE KH0NG DUOC CHAP NHAN. sX3d,1,1,0,personal_number,
Ch4o b4n! Nh0m c0py tr4z3 d4ng co l41 r4t t0t. V4o ngay t.me/trade_c0py_group z3 th30 l3nh g140 v13n.,1,1,0,personal_number,
Mu0n k13m 500k-1tr/ng4y kh0ng c4n k1nh ngh13m? Nh4n t1n cho chuyên v13n t41 Telegram t.me/hotro_kiemtien_24h d3 d4t d0n h4ng.,1,1,0,personal_number,
Ninja Van: NVVN99001122 dang phan loai tai kho Da Nang. Du kien giao 09/06 (tu 13h-18h).,0,0,0,brandname,Vận chuyển
219384 is your Instagram code. #ig,0,0,0,brandname,Tin nhắn cá nhân và OTP
D4u tu c0py tr4d3 cung chuv3n g14 XYZ l01 nhuv4n khung m01 ng4y. Tham g14 t.me/copytrade_v1p.,1,1,0,personal_number,
Sacombank: Ưu đãi hoàn tiền 5% cho chủ thẻ tín dụng sắp kết thúc. Sử dụng thẻ ngay để nhận ưu đãi. Chi tiết tại app Sacombank Pay.,0,0,0,brandname,Ngân hàng thật
[GHN] Van don SHNR55667788: Da giao thanh cong luc 08:45 ngay 18/04. Cam on quy khach.,0,0,0,brandname,Vận chuyển
Quyet-d!nh_BHXH: B4n^da_du-D!EU*K!EN nh4n~T1EN tu Bo LD-TB-XH. Nhan t41: mo.zaqws.com. QUA HAN SE KH0NG_DUOC CHAP NHAN! kH8j,1,1,0,personal_number,
KFC: Ma KFCFRIEND giam 40k cho don tu 200k khi ban gioi thieu nguoi quen su dung app KFC Vietnam. Han dung den 31/12/2026. kfc.com.vn,0,1,0,brandname,Quảng cáo hợp lệ
"TB KHAN: Y3u c4u 0ng Ngu-y3n Qu4ng Huy CMND: 025.847.361 th4nh t04n kh04n n0 18,742,000VND ch0 F3 Cr3d1t tru0c 16H Ng4y 20/05. N3u t13p tuc tr0n tr4nh, chung t01 s3 C0ng Kh41 H1NH ANH v4 TH0NG T1N l3n m4ng x4 h01. LH: 091-283-7465.",1,0,1,personal_number,
Co.opmart: Chào mừng quý khách nâng hạng thẻ Gold! Nhận ngay voucher giảm 100.000đ cho hóa đơn mua sắm từ 1.000.000đ tại hệ thống Co.opmart. Hạn dùng đến 31/10/2025.,0,0,0,shortcode,Quảng cáo hợp lệ
Co.opmart: Giam gia den 50% cho nhom hang gia dung va thoi trang. Chuong trinh dien ra tu 05/05 den 15/05/2026. Xem tai saigoncoop.com.vn.,0,1,0,brandname,Quảng cáo hợp lệ
CUC AN NINH MANG: Cảnh báo thủ đoạn giả mạo ứng dụng Chính phủ để chiếm đoạt quyền điều khiển điện thoại. Chỉ cài đặt ứng dụng từ nguồn CH Play và App Store.,0,0,0,brandname,Dịch vụ công thật
Lazada: Kien hang 123456789012 dang tren duong giao den ban. Vui long chu y dien thoai de nhan hang.,0,0,0,brandname,Thương mại điện tử
VNU-HCM: Moi thi sinh tham gia ky thi Danh gia nang luc dot 1 nam 2024 vao ngay 07/04/2024. Xem so bao danh tai thinangluc.vnuhcm.edu.vn.,0,1,0,brandname,Dịch vụ công thật
C4nh s4t G14o th0ng: Ph4t h13n xe v1-f4m qu4 t0c d0. Bam v40 ph4tngu01-vn.xyz z3 n0p f4t.,1,1,0,shortcode,
3B4y tuy3n nh4n v13n xu ly d0n h4ng TMDT. Thu nh4p 1tr-3tr/ng4y. Th4o t4c d0n gi4n tr3n d13n tho4i. Zalo: zalo.me/84933445566 Zalo: 84933445566,1,1,1,personal_number,
BHXH VN: 0ng (B4) z4 zu z!3u k!3n NH4N T13N h0 tr0 h04n thu3 TNCN. B4m v40 www.kdslp.icu. QU4 H4N S3 KH0NG ZU0C CH4P NH4N. aS2d,1,1,0,personal_number,
Cty HVS tuy3n nv b4n th01 g14n. Thu nh4p 350–999k/ng4y. Tu01 22-60. Z4l0: zalo.me/84980123456 Z4l0: 84980123456,1,1,1,personal_number,
M1nh l4_Nhung~dang^tuy3n_c0ng-t4c_v13n@d4t-d0n_h4ng. Thu-nh4p!300k-700k*ngay. Kh0ng-c4n_k1nh-ngh13m.,1,0,0,personal_number,
"3B4y c4n tuy3n nh4n v13n xu ly d0n h4ng TMDT. Thu nh4p 1tr-3tr/ng4y. Tu01 23-65. L4m t41 nh4, th4o t4c d0n g14n. Z4l0: zalo.me/84925364718 Z4l0: 84925364718",1,1,1,personal_number,
"Ch4o b4n, m1nh l4 Son. C0ng v13c d4t d0n h4ng Sh0p33 nh4n h04 h0ng 10-20%. Kh0ng c4n v0n nh3.",1,0,0,personal_number,
T1kt0k tuy3n nv xuly z0n h4ng. Thu nh4p 350-999k/nj4y. Tu01 22-65. Njh4n t13n s4u 15 fhut. Z4l0: zalo.me/84977889900 Z4l0: 84977889900,1,1,1,personal_number,
8D4Y N4p 200k nh4n 600k. Rut MAXX 20.000k ch! v01 1 v0ng cu0c. No Hu. t.ly/eR2t1 xS4dF,1,1,0,personal_number,
B0 GTVT: B4n du z13u k13n nh4n h0 tr0 2tr z0ng. L1nk nh4n: hoanthue-tncn.vip.,1,1,0,shortcode,
NQ-116: Ong (Ba) z4 zu z!3u k!3n nh4n t13n h0 tr0 th30 wuy3t z1nh. Bam v40 www.rewqa.icu. QU4 H4N S3 KH0NG ZU0C CH4P NH4N! oP4m,1,1,0,personal_number,
"K1m_L0ng-C4s1n0*KM_khung_n4p_1_t4ng_1. Rut t13n MAXX 50.000k. No Hu, BCR, B4n_C4. Link: kl88.bet/Kl991",1,1,0,personal_number,
[BHXH] Theo NQ-116: 0ng (B4) da du d!eu k!en NHAN T1EN h0 tro. Bam vao mo.zaqws.com. QUA HAN SE KH0NG DUOC CHAP NHAN! jK1l,1,1,0,personal_number,
[TB] Quy BHTN: 0ng (Ba) da du d!eu k!en NH4N T1EN h0 tro. Bam vao www.ikmlo.icu. QUA HAN SE KH0NG DUOC CHAP NHAN! aZ4x,1,1,0,personal_number,
"Kwin668 - D4ng ky t4ng 58k. N4p 1OOk nh4n 3OOk. Rut t13n nh4nh ch0ng. N0 Hu, B4n C4. Link dky: t.ly/km882 Lk91P",1,1,0,personal_number,
Use 628104 as Facebook account recovery code.,0,0,0,brandname,Tin nhắn cá nhân và OTP
[TCTHUE] He thong thue dien tu ghi nhan GD thanh toan thue cua MST 0314567890 thanh cong. So tien: 2.500.000d.,0,0,0,brandname,Dịch vụ công thật
Bộ Y Tế: Th0ng b40 x4c nh4n th0ng t1n b40 h13m. L13n h3 0901223445 z3 zw0c hu0ng z4n,1,0,1,brandname,
D.N.-.T.e.l.e.g.r.a.m.x.e.m.a.n.h.e.m.m.o.i.v.e.t.m.e/dn_moive_G9w,1,1,0,personal_number,
N@p_v0n d@u_tu* CopyTrade d3 n_h_a_n l@i 30% m0i ng@y. Chuy3n k_h_o_a_n ngay vao STK 123000456 NH MB Bank. CT: CTY TNHH DAU TU PHAT TRIEN,1,0,0,personal_number,
Aw!n*tuy3n_d4!_ly~h04 h0ng-60%@Z4l0: 0977889900. L!nk: l92ks.bet,1,1,1,shortcode,
VNeID: C4nh b40 t41 kh04n cu4 b4n d4 b1 d4ng nh4p l4. X4c thuc nzh4y t41 vneid-security.top d3 b4o m4t.,1,1,0,shortcode,
"JILI_G4m3-m01_T4ng^588k khi-dk! x3 n4p d4u, rut-ng4y ko-c4n n4p. Link: jl66.tech/aB3cX",1,1,0,personal_number,
VCB D1G1B4NK: Phat h13n l0j b4o m4t t4i kh04n. D4ng nh4p vcbdigibank.vn-secure.top d3 b4o v3 t13n.,1,1,0,brandname,
"Alo, PK Au Co nhac lich tiem chung be Tran Hoang Nam luc 9h sang mai tai phong 101 nhe. LH 02871026789.",0,0,1,personal_number,Dịch vụ y tế
HCM-Zalo: H-C-M-c-a-n-t-i-m-n-g-u-o-i-y-e-u-h-o-p-d-o-n-g-k-i-n. Z-a-l-o: bit.ly/hcm_dating_contract dS3a,1,1,0,personal_number,
Quyet dinh BHXH: Ong (Ba) da du d!eu k!en nhan t1en h0 tro BHTN. Nhan t4i www.zxcvb.icu. QUA HAN SE KH0NG DUOC CHAP NHAN! pO1i,1,1,0,personal_number,
[Viettel Post] Van don VTPG04S7N151: Dang phan loai tai kho Ha Noi. Du kien giao 29/03 (tu 8h-18h). Xem hanh trinh tai https://viettelpost.vn.,0,1,0,brandname,Vận chuyển
789B3t n4p 100k nh4n 388k. Rut t1en ch1 2f. Link dky: t.ly/tY88i xL99p,1,1,0,personal_number,
Sh0p33 tuy3n nh4n v13n xu ly d0n h4ng. Thu nh4p 350-999k/ng4y. L4m v13c d3 z4ng. Tu01 23-60. Z4l0: zalo.me/84706789123,1,1,0,personal_number,
BIDV: T41 kh04n z4 b1 t4m zu7ng z0 truy c4f l4. V4o b1dv-online.vip z3 x4c thuc tru0c 12h k30 b1 h0y.,1,1,0,shortcode,
Ket qua xet nghiem mau cua Quy khach Nguyen Hoang Nam tai Khoa Huyet hoc BV Cho Ray da san sang. Moi Quy khach den lay ket qua.,0,0,0,brandname,Dịch vụ y tế
Medpro: Ma xac thuc thanh toan phi kham benh la 332849. Hieu luc trong 5 phut. Cam on ban da su dung Medpro.,0,0,0,brandname,Dịch vụ y tế
VIB: Ma OTP xac thuc thanh toan qua MyVIB la 736102. Hieu luc 3 phut. Tran trong.,0,0,0,brandname,Ngân hàng thật
HN – Telegram: HN_#T3l3: S-i-n-h_v-i-e-n_n-e_@nh_0i. Em_d-a-n-g_o_t-r-o_m-o-t_m-i-n-h_c-o_d-o-n. t.me/hn_sv_codone dR2,1,1,0,personal_number,
BHXH Viet Nam: 0ng (B4) d4 du d13u k13n nh4n T13N h0 tr0. B4m v40 www.trewq.icu d3 l4y. QU4 H4N S3 KH0NG DU0C CH4P NH4N! xZ5a,1,1,0,personal_number,
"Cty HVS tuyển cộng tác viên TikTok xem video và xử lý đơn. Thu nhập 350–999k/ngay, nhận tiền trong ngày. Tuổi 22-65. Liên hệ: zalo.me/84966778899 Zalo: 84966778899",1,1,1,personal_number,
Techcombank thong bao: Tai khoan cua ban se bi khoa trong 2 gio nua. Vui long xac thuc tai techcombank.vn-ms.top,1,1,0,brandname,
ĐN – Telegram: DN_T3l3gr@m: Em_dang_co_don_qua. Anh_den_voi_e. t.me/dn_alone. iO9p,1,1,0,personal_number,
"Ba noi hoi tham suc khoe con do, ranh thi goi ve cho ba nha.",0,0,0,personal_number,Tin nhắn cá nhân và OTP
Tiki: Don hang TKI-4455667788 da thanh toan thanh cong. Tiki dang chuan bi hang.,0,0,0,brandname,Thương mại điện tử
Moi Quy khach Dang Thi Kim den kham tai Khoa Mat - BV 108 luc 08:30 ngay 28/11. Vui long mang theo the BHYT va giay to tuy than.,0,0,0,brandname,Dịch vụ y tế
[TECHCOMBANK] f4t h13n g140 z1ch 20 tr13u. Vui l0ng v4o techcombank.cc z3 x4c nh4n hoac h0y.,1,1,0,brandname,
Zalo: 492011 la ma xac thuc dang nhap cua ban. Khong chia se ma nay cho bat ky ai.,0,0,0,brandname,Tin nhắn cá nhân và OTP
H0 tro COVID-19: B4N_da-du D!EU K!EN nh4n T1EN h0~tro tu quy BHTN. Nhan t41: www.olpmn.icu. QUA-HAN*SE*KH0NG_DUOC! iK7l,1,1,0,personal_number,
VNeID: Th0ng b4o t41 kh04n cu4 b4n b1 d4ng nh4p l4. F4i d01 m4 f1n t4i vneid-xacthuc.vip d3 b40 m4t.,1,1,0,shortcode,
"Lau qua ko gap, dao nay cong viec sao roi ong? Cuoi tuan ranh cafe ty ko?",0,0,0,personal_number,Tin nhắn cá nhân và OTP
"Em ch40 anh/ch1, b3n em dang tuy3n ngu01 xem v1d30 TikTok nh4n t13n. M01 v1d30 10k, m01 ng4y l4m 20 c41 nh4n 200k chuy3n kho4n.",1,0,0,personal_number,
