"Loại","Ngày","Name / Number","Sender","Nội dung"
"Đã nhận","14 thg 12, 2023 10:51:22","NAPTHE-VNP","NAPTHE-VNP","(TB) GIỮA THÁNG TẶNG QUÀ - THẢ GA TRÒ CHUYỆN! VinaPhone tặng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 15/12/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ).
VinaPhone - Mạng di động nhanh nhất Việt Nam 2023.
"
"Đã nhận","13 thg 12, 2023 15:29:07","VNPT","VNPT","(TB) Wifi bứt tốc - Giá siêu sốc! Với gói Home Mesh 1+ của VNPT, Quý khách có ngay đường truyền tốc độ 100Mbps, Truyền hình MyTV 180 kênh và thiết bị Wifi Mesh 6, chỉ từ 176.000đ/tháng. Đăng ký tại https://shop.vnpt.vn/goi-cuoc-internet[1]truyen-hinh.html . Chi tiết liên hệ các điểm giao dịch VNPT tại Đồng Nai hoặc CSKH: 18001166 nhánh 2 (0đ)."
"Đã nhận","12 thg 12, 2023 17:27:04","NAPTHE-VNP","NAPTHE-VNP","(TB) SALE ĐẶC BIỆT - ĐỪNG BỎ LỠ! VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp HÔM NAY 12/12/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ). 
VinaPhone - Mạng di động nhanh nhất Việt Nam 2023.
"
"Đã nhận","8 thg 12, 2023 07:48:15","VinaPhone","VinaPhone","(CSKH) VinaPhone kinh chuc Quy khach ngay SINH NHAT nhieu niem vui va hanh phuc! VinaPhone kinh tang Quy khach 50 diem de trai nghiem cac uu dai hap dan (qua tang, goi cuoc...) tai website/ung dung VinaPhone Plus https://vinaphoneplus.com.vn/app.html . CSKH 18001091 (0d). Tran trong!"
"Đã nhận","8 thg 12, 2023 07:07:18","VinaPhone","VinaPhone","(CSKH) VinaPhone tran trong cam on Quy khach da tin tuong, dong hanh trong 7 nam qua! VinaPhone kinh tang Quy khach 2000 diem de trai nghiem uu dai hap dan (qua tang, goi cuoc …) tai website/ung dung VinaPhone Plus https://vinaphoneplus.com.vn/app.html . CSKH 18001091 (0d)."
"Đã nhận","7 thg 12, 2023 10:25:23","NAPTHE-VNP","NAPTHE-VNP","(TB) CUỐI TUẦN VUI VẺ - VINAPHONE TẶNG 20% giá trị khi Quý khách nạp thẻ vào 08/12/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ).
VinaPhone - Mạng di động nhanh nhất Việt Nam 2023."
"Đã nhận","6 thg 12, 2023 10:33:44","VNPT","VNPT","(TB) Wifi bứt tốc - Giá siêu sốc! Với gói Home Mesh 1+ của VNPT, Quý khách có ngay đường truyền tốc độ 100Mbps, Truyền hình MyTV 180 kênh và thiết bị Wifi Mesh 6, chỉ từ 176.000đ/tháng. Đăng ký tại https://shop.vnpt.vn/goi-cuoc-internet-truyen-hinh.html. Chi tiết liên hệ các điểm giao dịch VNPT tại Đồng Nai hoặc CSKH: 18001166 nhánh 2 (0đ)."
"Đã nhận","5 thg 12, 2023 15:32:59","NAPTHE-VNP","NAPTHE-VNP","(TB)  Đầu tuần vui vẻ - Nạp thẻ nhận quà!  VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp HÔM NAY 05/12/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ). 
VinaPhone - Mạng di động nhanh nhất Việt Nam 2023."
"Đã nhận","4 thg 12, 2023 18:36:24","NAPTHE-VNP","NAPTHE-VNP","(TB) Đầu tuần vui vẻ - Nạp thẻ nhận quà! VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 05/12/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ). 
VinaPhone - Mạng di động nhanh nhất Việt Nam 2023.
"
"Đã nhận","30 thg 11, 2023 16:25:02","VNPT Money","VNPT Money","(TB) Tặng ngay 10.000đ vào tài khoản chính khi Soạn DK gửi 9191 (0đ) đăng ký tài khoản Mobile Money. THÊM ưu đãi tới 700.000đ khi tải app VNPT Money tại https://km.vnptmoney.vn/700k. CT đến hết 30/11/2023 dành riêng cho KH nhận được tin nhắn. Chi tiết LH 18001091 (#3)."
"Đã nhận","28 thg 11, 2023 13:56:00","VNPT","VNPT","(TB) VNPT trân trọng thông báo đến Quý khách về Chính sách Bảo vệ dữ liệu cá nhân của VNPT khi cung cấp sản phẩm, hàng hóa, dịch vụ căn cứ Nghị định 13/2023/NĐ-CP của Chính Phủ. Chi tiết xem tại đường link https://vnpt.com.vn/nghi-dinh-13-ve-bao-ve-du-lieu-ca-nhan hoặc liên hệ CSKH:18001091 (dịch vụ di động)/18001166 (dịch vụ Internet, MyTV) để được giải quyết các yêu cầu của chủ thể dữ liệu. Trân trọng."
"Đã nhận","27 thg 11, 2023 16:57:23","VNPT","VNPT","(TB) Wifi bứt tốc - Giá siêu sốc! Với gói Home Mesh 1+ của VNPT, Quý khách có ngay đường truyền tốc độ 100Mbps, Truyền hình MyTV 180 kênh và thiết bị Wifi Mesh 6, chỉ từ 176.000đ/tháng. Đăng ký tại https://shop.vnpt.vn/goi-cuoc-internet[1]truyen-hinh.html . Chi tiết liên hệ các điểm giao dịch VNPT tại Đồng Nai hoặc CSKH: 18001166 nhánh 2 (0đ)."
"Đã nhận","26 thg 11, 2023 22:25:21","888","888","QK da huy goi D6V thanh cong. De dang ky lai goi cuoc, vui long soan tin DK D6V gui 888 hoac lien he tong dai CSKH: 18001091 (0d). Tran trong!"
"Đã gửi","26 thg 11, 2023 22:25:17","888","","HUY D6V Y"
"Đã nhận","26 thg 11, 2023 22:24:53","888","888","Yeu cau Huy goi D6V khong thanh cong do goi cuoc van con 0.5GB. De xac nhan huy het uu dai con lai trong goi va huy goi, QK soan HUY D6V Y gui 888. CSKH: 18001091 (0d). Tran trong!"
"Đã gửi","26 thg 11, 2023 22:24:49","888","","HUY D6V"
"Đã nhận","26 thg 11, 2023 10:45:10","888","888","QK da dang ky thanh cong goi cuoc D6V (6.000d/1 ngay. Uu dai 2GB/ngay + MyTV addon VTVcab. Het dung luong dung truy cap). Kiem tra dung luong Data, soan DATAKM gui 888. Goi cuoc duoc gia han tu dong. CSKH: 18001091(0d)"
"Đã gửi","26 thg 11, 2023 10:45:01","888","","DK D6V"
"Đã nhận","26 thg 11, 2023 10:44:41","900","900","Tai khoan cua Quy khach da duoc nap 30,000 dong tu VnTopup vao 26/11/2023 10:44:40. Ma giao dich 1949166782. CSKH 18001091 (0d). Tran trong cam on!"
"Đã nhận","26 thg 11, 2023 09:54:11","888","888","Quy Khach dang su dung goi M0 - Dich vu Mobile Internet va co 0 MB dung luong data mien phi. "
"Đã gửi","26 thg 11, 2023 09:54:09","888","","DATA"
"Đã nhận","26 thg 11, 2023 09:47:49","888","888","Goi cuoc D6V cua QK da su dung het dung luong toc do cao. De tiep tuc su dung dich vu vui long soan DK D6V gui 888. CSKH: 18001091 (0d)."
"Đã nhận","26 thg 11, 2023 09:35:50","888","888","Goi cuoc D6V: (6.000d/1 ngay) cua QK se duoc gia han chu ky tiep theo vao 23:49:20 ngay 26/11/02023. QK vui long duy tri tai khoan chinh toi thieu 6.000d de duoc gia han tu dong va huong uu dai goi cuoc. CSKH: 18001091 (0d). Tran trong!"
"Đã nhận","26 thg 11, 2023 06:36:41","1576","1576","[UNG TIEN]Tai khoan chinh cua Quy Khach sap het. De duoc ung 5000d vao tai khoan chinh, Quy Khach vui long soan Y gui 1576 (hieu luc trong vong 48h - gia cuoc dich vu 1500d). De duoc ung tien tu dong moi khi tai khoan chinh duoi 5000d, soan UTD gui 1576. Chi tiet xin lien he 18001091(mien phi)."
"Đã nhận","25 thg 11, 2023 23:49:54","1357","1357","[UNG TIEN AIRTIME] Tai khoan chinh cua Quy Khach sap het. Soan A hoac Y gui 1357 de duoc ung 40000d, GIA CUOC 0 DONG vao tai khoan Airtime (su dung thoai va sms). Hieu luc su dung tai khoan Airtime la 1400 phut. So tien da ung 40000d se duoc tru vao TKC. Chi tiet LH 18001091 (mien phi)."
"Đã nhận","25 thg 11, 2023 23:49:26","VinaPhone","VinaPhone","(TB) Chuc Mung Quy Khach da dang ky thanh cong goi MI_D6V trên app My VNPT. Thong tin chi tiet truy cap My VNPT http://onelink.to/v58hh4 hoac lien he 18001091"
"Đã nhận","25 thg 11, 2023 23:49:18","MyVNPT","MyVNPT","272709 la ma xac thuc OTP tren MyVNPT cua Quy khach. Ma co hieu luc trong 2 phut. De dam bao an toan, Quy khach vui long khong chia se ma nay voi bat ky ai."
"Đã nhận","25 thg 11, 2023 23:45:04","MyVNPT","MyVNPT","874754 la ma xac thuc OTP tren MyVNPT cua Quy khach. Ma co hieu luc trong 2 phut. De dam bao an toan, Quy khach vui long khong chia se ma nay voi bat ky ai."
"Đã nhận","21 thg 11, 2023 11:12:57","OGATIC.VN","OGATIC.VN","(QC) KM: Bot la nhuom toc OGATIC ra mat san pham moi 2023! Giam gia 30% tu 21/11 - 25/11 khi dat mua tai: https://shop.ogatic.vn/sp-moi-2023 Phone: 0246.292.6990 . Tu choi soan TC OGATIC.VN gui 1551 hoac lien he 18001091 (mien phi)."
"Đã nhận","21 thg 11, 2023 08:17:24","UIT","UIT","Truong DH CNTT thong bao hoc bu mon To chuc va Cau truc May tinh II(IT012.O14) vao thu 5 ngay 07/12/2023, Tiet 1,2,3,4,5, Phong B9.02. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Đã nhận","20 thg 11, 2023 15:26:50","NAPTHE-VNP","NAPTHE-VNP","(TB) VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 21/11/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ).
VinaPhone - Mạng di động nhanh nhất Việt Nam 2023
"
"Đã nhận","16 thg 11, 2023 15:07:11","VNPT Money","VNPT Money","(TB) Tặng ngay 10.000đ vào tài khoản chính khi Soạn DK gửi 9191 (0đ) đăng ký tài khoản Mobile Money. Nhận thêm gấp 10 lần ưu đãi lên tới 100K khi tải app VNPT Money tại https://km.vnptmoney.vn/VC45k. Ưu đãi từ nay đến 30/11/2023, chỉ dành riêng cho KH nhận được tin nhắn. LH 18001091 (#3)."
"Đã nhận","13 thg 11, 2023 15:10:46","UIT","UIT","Truong DH CNTT thong bao hoc bu mon To chuc va Cau truc May tinh II(IT012.O14) vao thu 5 ngay 07/12/2023, Tiet 1,2,3,4,5, Phong B9.02. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Đã nhận","13 thg 11, 2023 10:12:45","NAPTHE-VNP","NAPTHE-VNP","(TB) Nạp thẻ ngay - Ưu đãi đến tay! VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 14/11/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ)."
"Đã nhận","6 thg 11, 2023 14:21:34","VNPT Money","VNPT Money","(TB) Tặng ngay 10.000đ vào tài khoản chính khi Soạn DK gửi 9191 (0đ) đăng ký tài khoản Mobile Money. Nhận thêm gấp 10 lần ưu đãi lên tới 100K khi tải app VNPT Money tại https://km.vnptmoney.vn/VC45k. Ưu đãi từ nay đến 12/11/2023, chỉ dành riêng cho KH nhận được tin nhắn. LH 18001091 (#3)."
"Đã nhận","6 thg 11, 2023 10:08:44","VinaPhone","VinaPhone","(TB) NGÀY VÀNG NẠP THẺ TỚI RỒI, Quý khách NHẬN NGAY 20% giá trị thẻ nạp vào NGÀY MAI 07/11/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ)."
"Đã nhận","3 thg 11, 2023 15:44:52","NAPTHE-VNP","NAPTHE-VNP","(TB) ƯU ĐÃI CHÀO THÁNG MỚI - VinaPhone tặng Quý khách 20% giá trị thẻ nạp vào HÔM NAY 03/11/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ)."
"Đã nhận","2 thg 11, 2023 20:24:03","VinaPhone","VinaPhone","(CSKH) Chuong trinh khach hang than thiet VinaPhone Plus thong bao: Tinh den het thang 10/2023 hang hoi vien cua Quy khach la Than Thiet, diem tich luy la 325 diem. Vui long truy cap website/ung dung https://vinaphoneplus.com.vn/app.html de trai nghiem uu dai hap dan (qua tang, goi cuoc …). CSKH: 18001091 (0d). Tran trong!"
"Đã nhận","28 thg 10, 2023 12:33:07","9345","9345","TKC cua Quy Khach sap het. De duoc ung goi 3(5 PHUT THOAI/Gia cuoc 8650d), soan 3 gui 9345. Tu choi nhan tin, soan TC gui 9345."
"Đã nhận","26 thg 10, 2023 17:59:50","VNPT","VNPT","(TB) Quà tặng PHIẾU MUA XĂNG trị giá 300.000đ sẽ được trao ngay khi Quý khách đăng ký đường truyền Internet cáp quang VNPT siêu tốc độ, với nhiều gói cước hấp dẫn (áp dụng từ ngày 14 - 28/10/2023). Đặc biệt, gói Home Net 1+ với tốc độ tới 100Mbps và Truyền hình MyTV 180 kênh, chỉ từ 158.700đ/tháng (tham khảo tại https://my.vnpt.com.vn/adv/hn1p ). Chi tiết liên hệ các điểm giao dịch VNPT tại Đồng Nai hoặc CSKH: 18001166 nhánh 2 (0đ). Trân trọng!"
"Đã nhận","17 thg 10, 2023 13:34:03","NAPTHE-VNP","NAPTHE-VNP","(TB) Chúc mừng NGÀY PHỤ NỮ VIỆT NAM 20/10, VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp HÔM NAY 17/10/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ)."
"Đã nhận","17 thg 10, 2023 06:36:54","1576","1576","[UNG TIEN]Tai khoan chinh cua Quy Khach sap het. De duoc ung 5000d vao tai khoan chinh, Quy Khach vui long soan Y gui 1576 (hieu luc trong vong 48h - gia cuoc dich vu 1500d). De duoc ung tien tu dong moi khi tai khoan chinh duoi 5000d, soan UTD gui 1576. Chi tiet xin lien he 18001091(mien phi)."
"Đã nhận","16 thg 10, 2023 23:30:54","1357","1357","[UNG TIEN AIRTIME] Tai khoan chinh cua Quy Khach sap het. Soan A hoac Y gui 1357 de duoc ung 40000d, GIA CUOC 0 DONG vao tai khoan Airtime (su dung thoai va sms). Hieu luc su dung tai khoan Airtime la 1400 phut. So tien da ung 40000d se duoc tru vao TKC. Chi tiet LH 18001091 (mien phi)."
"Đã nhận","16 thg 10, 2023 18:58:28","NAPTHE-VNP","NAPTHE-VNP","(TB) TĂNG KẾT NỐI - THÊM TÌNH THÂN! Hãy gửi lời chúc tốt đẹp nhất tới những người phụ nữ thân yêu nhân ngày 20/10. VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 17/10/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ)."
"Đã nhận","13 thg 10, 2023 17:32:38","CADongNai","CADongNai","(TB) Phòng Cảnh sát giao thông Công an tỉnh Đồng Nai khuyến cáo: Điều khiển phương tiện tham gia giao thông sau khi uống rượu bia là hành vi vi phạm pháp luật, là một trong những nguyên nhân chính gây ra các vụ tai nạn giao thông nghiêm trọng và đặc biệt nghiêm trọng, để lại hậu quả to lớn cho gia đình và xã hội. Chính vì thế “Đã uống rượu bia - không lái xe”. "
"Đã nhận","12 thg 10, 2023 13:18:49","UIT","UIT","Truong DH CNTT thong bao nghi hoc Mon Chu nghia xa hoi khoa hoc(SS009.O13) vao thu 6 ngay 13 thang 10 nam 2023. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Đã nhận","12 thg 10, 2023 09:54:26","NAPTHE-VNP","NAPTHE-VNP","(TB) TIN HOT CUỐI TUẦN! Quý khách nhận ngay 20% giá trị thẻ nạp VinaPhone trong NGÀY MAI 13/10/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ)."
"Đã nhận","11 thg 10, 2023 18:40:54","UIT","UIT","Truong DH CNTT thong bao nghi hoc Mon To chuc va Cau truc May tinh II(IT012.O14) vao thu 5 ngay 12 thang 10 nam 2023. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Đã nhận","10 thg 10, 2023 18:56:42","NAPTHE-VNP","NAPTHE-VNP","(TB) Công việc dù có bận rộn đến mấy, cũng đừng quên VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp trong HÔM NAY 10/10/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ)."
"Đã nhận","9 thg 10, 2023 20:13:48","NAPTHE-VNP","NAPTHE-VNP","(TB) VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 10/10/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ)."
"Đã nhận","5 thg 10, 2023 10:19:09","NAPTHE-VNP","NAPTHE-VNP","(TB) KHÔNG THỂ BỎ LỠ: VinaPhone tặng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 06/10/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ)."
"Đã nhận","2 thg 10, 2023 21:21:40","NAPTHE-VNP","NAPTHE-VNP","(TB) THÁNG MỚI VUI KHỎE - NẠP THẺ CÓ QUÀ! VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 03/10/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ)."
"Đã nhận","1 thg 10, 2023 17:29:31","BO_CONG_AN","BO_CONG_AN","(TB) Toàn dân tích cực hưởng ứng tham gia cuộc thi Tìm hiểu Luật Phòng, chống ma tuý. Thông tin chi tiết truy cập địa chỉ: https://thitimhieuluatphongchongmatuy.vn ."
"Đã gửi","1 thg 10, 2023 09:34:59","Mẹ (+84908466810)","","Ok để con qua"
"Đã nhận","1 thg 10, 2023 09:34:48","Mẹ (+84908466810)","+84908466810","Mẹ đabg ở bánh mì"
"Đã gửi","1 thg 10, 2023 09:34:16","Mẹ (+84908466810)","","Mẹ ở đâu rồi"
"Đã nhận","29 thg 9, 2023 10:34:50","BO_CONG_AN","BO_CONG_AN","(TB) Để bảo đảm an toàn PCCC và thoát nạn Bộ Công an khuyến cáo: Quản lý chặt chẽ nguồn lửa, nguồn nhiệt; thường xuyên kiểm tra, kịp thời thay thế thiết bị điện và mạng điện hư hỏng; khi sử dụng bếp ga, bếp điện, bàn là… phải có người giám sát; ngắt các thiết bị điện khi không sử dụng. Khi xảy cháy: Cần bình tĩnh thông báo cho mọi người biết và tìm cách thoát khỏi đám cháy nhanh nhất; không dùng thang máy để thoát nạn; khi di chuyển cần hạ thấp cơ thể, dùng khăn, vải ướt bịt mồm, mũi để tránh ngạt khói. Mỗi hộ gia đình cần có bình chữa cháy và lối thoát nạn dự phòng."
"Đã nhận","28 thg 9, 2023 15:31:51","CADongNai","CADongNai","(TB) Phòng Cảnh sát giao thông Công an tỉnh Đồng Nai khuyến cáo: Điều khiển phương tiện tham gia giao thông sau khi uống rượu bia là hành vi vi phạm pháp luật, là một trong những nguyên nhân chính gây ra các vụ tai nạn giao thông nghiêm trọng và đặc biệt nghiêm trọng, để lại hậu quả to lớn cho gia đình và xã hội. Chính vì thế “Đã uống rượu bia - không lái xe”. "
"Đã nhận","27 thg 9, 2023 18:43:43","MTTQ","MTTQ","(TB) Kỷ niệm 70 năm chiến thắng Điện Biên Phủ, MTTQ Việt Nam kêu gọi ủng hộ làm nhà cho người nghèo của tỉnh Điện Biên, bằng cách chuyển khoản tới Quỹ Vì người nghèo Trung ương, số tài khoản: DBP07052024 tại Vietinbank. "
"Đã nhận","26 thg 9, 2023 20:33:41","VinaPhone","VinaPhone","(QC) CHUC MUNG! Quy khach du dieu kien nhan 7GB toc do cao su dung trong 7 ngay tu goi cuoc DT30. Soan DK gui 9923 de nhan data. Gia chi 30.000d/7 ngay. Loi moi co hieu luc trong 03 ngay. Tu choi QC, soan TC gui 9923. CSKH 18001091."
"Đã nhận","26 thg 9, 2023 19:32:49","900","900","Tai khoan cua Quy khach da duoc nap 10,000 dong tu didong tructuyen vao 26/09/2023 19:32:47. Ma giao dich 1911181896. CSKH 18001091 (0d). Tran trong cam on!"
"Đã nhận","26 thg 9, 2023 19:20:14","MOMO","MOMO","Ban co 10.000D qua Nap Dien Thoai & 130.000D qua khac trong MoMo, het han 30/9. Mo Vi > UU DAI > QUA CUA TOI hoac https://momo.vn/qua-cua-toi dung ngay!"
"Đã nhận","25 thg 9, 2023 19:38:59","MOMO","MOMO","Ban co 10.000D qua Nap Dien Thoai & 130.000D qua khac trong MoMo, het han 30/9. Mo Vi > UU DAI > QUA CUA TOI hoac https://momo.vn/qua-cua-toi dung ngay!"
"Đã nhận","23 thg 9, 2023 20:56:25","9345","9345","TKC cua Quy Khach sap het. De duoc ung goi 3(10 PHUT THOAI/Gia cuoc 17300d), soan 3 gui 9345. Tu choi nhan tin, soan TC gui 9345."
"Đã nhận","23 thg 9, 2023 15:27:49","Mẹ (+84908466810)","+84908466810","Mẹ ở big c rồi nhé"
"Đã nhận","22 thg 9, 2023 17:11:01","VNPT","VNPT","(TB) VNPT Đồng Nai: Nhân ngày thành lập Bưu Điện Việt Nam và Quốc Khánh 02/09, chỉ cần đăng ký Internet cáp quang của VNPT từ 15/8 đến 30/9/2023, Quý khách được tặng ngay PHIẾU MUA XĂNG trị giá 300.000đ. Mời Quý khách tham khảo Gói Home Net 1+ với Internet tốc độ 100Mbps và Truyền hình MyTV 180 kênh, chỉ từ 158.700đ/tháng (tại https://my.vnpt.com.vn/adv/hn1p ). Chi tiết liên hệ các điểm giao dịch VNPT hoặc CSKH: 18001166 nhánh 2 (0đ). Trân trọng!"
"Đã nhận","21 thg 9, 2023 11:59:27","1098","1098","(TB) Bam goi tong dai tel:1098 cua VinaPhone hoac 1098 + [so dien thoai can goi] de thuc hien cuoc goi ngay ca khi het tien. Cuoc goi noi mang 1.730d/phut, ngoai mang 1.930d/phut se duoc tru vao tai khoan chinh. LH 18001091 (mien phi). Tran trong cam on"
"Đã nhận","21 thg 9, 2023 08:32:48","+84942067754","+84942067754","https://www.google.com/search?q=cash688299.com 
.V.A..O. .g.O.O.g.L.E..108-188...K.. .B..E.A.N
"
"Đã nhận","19 thg 9, 2023 14:08:53","VinaPhone","VinaPhone","(TB) DUY NHẤT HÔM NAY - ĐỪNG BỎ LỠ! VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp HÔM NAY 19/9/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ)."
"Đã nhận","18 thg 9, 2023 16:35:30","VinaPhone","VinaPhone","(TB) TUẦN MỚI LẠI SANG - ƯU ĐÃI NGẬP TRÀN! VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 19/9/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ)."
"Đã nhận","14 thg 9, 2023 11:17:42","VNPT","VNPT","(TB) VNPT Đồng Nai: Nhân ngày thành lập Bưu Điện Việt Nam và Quốc Khánh 02/09, chỉ cần đăng ký Internet cáp quang của VNPT từ 15/8 đến 30/9/2023, Quý khách được tặng ngay PHIẾU MUA XĂNG trị giá 300.000đ. Mời Quý khách tham khảo Gói Home Net 1+ với Internet tốc độ 100Mbps và Truyền hình MyTV 180 kênh, chỉ từ 158.700đ/tháng (tại https://my.vnpt.com.vn/adv/hn1p ). Chi tiết liên hệ các điểm giao dịch VNPT hoặc CSKH: 18001166 nhánh 2 (0đ). Trân trọng!"
"Đã nhận","12 thg 9, 2023 20:28:51","VinaPhone","VinaPhone","(TB) Đừng bỏ qua QUÀ TẶNG ĐẦU TUẦN, VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp trong HÔM NAY 12/9/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ)."
"Đã nhận","11 thg 9, 2023 11:19:03","VinaPhone","VinaPhone","(TB) ĐẦU TUẦN HỨNG KHỞI - XỞI LỞI TRAO QUÀ! VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp NGÀY MAI 12/9/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ)."
"Đã nhận","10 thg 9, 2023 21:24:26","VinaPhone","VinaPhone","(TB) Quy Khach da huy thanh cong goi MI_D7 trên app My VNPT. Thong tin chi tiet truy cap My VNPT http://onelink.to/v58hh4 hoac lien he 18001091"
"Đã nhận","10 thg 9, 2023 21:24:16","MyVNPT","MyVNPT","955589 la ma xac thuc OTP tren MyVNPT cua Quy khach. Ma co hieu luc trong 2 phut. De dam bao an toan, Quy khach vui long khong chia se ma nay voi bat ky ai."
"Đã nhận","10 thg 9, 2023 06:24:04","1576","1576","[UNG TIEN]Tai khoan chinh cua Quy Khach sap het. De duoc ung 5000d vao tai khoan chinh, Quy Khach vui long soan Y gui 1576 (hieu luc trong vong 48h - gia cuoc dich vu 1500d). De duoc ung tien tu dong moi khi tai khoan chinh duoi 5000d, soan UTD gui 1576. Chi tiet xin lien he 18001091(mien phi)."
"Đã nhận","10 thg 9, 2023 06:24:02","1357","1357","[UNG TIEN AIRTIME] Tai khoan chinh cua Quy Khach sap het. Soan A hoac Y gui 1357 de duoc ung 40000d, GIA CUOC 0 DONG vao tai khoan Airtime (su dung thoai va sms). Hieu luc su dung tai khoan Airtime la 1400 phut. So tien da ung 40000d se duoc tru vao TKC. Chi tiet LH 18001091 (mien phi)."
"Đã nhận","10 thg 9, 2023 06:23:19","VinaPhone","VinaPhone","(TB) Chuc Mung Quy Khach da dang ky thanh cong goi MI_D7 trên app My VNPT. Thong tin chi tiet truy cap My VNPT http://onelink.to/v58hh4 hoac lien he 18001091"
