"Type","Date","Name / Number","Sender","Content"
"Received","Aug 19, 2025 9:14:09 PM","888","888","QK da dang ky thanh cong goi D6V (6.000d/24h) voi UU DAI: 2GB+ MyTV addon VTVcab. Het dung luong ngung truy cap. Goi duoc gia han tu dong. Tra cuu chi tiet goi tren My VNPT https://my.vnpt.com.vn/adv/dungluong . CSKH 18001091(0d)."
"Sent","Aug 19, 2025 9:14:05 PM","888","","D6V"
"Received","Aug 19, 2025 1:02:54 PM","888","888","Quy khach da huy goi D6V thanh cong. Moi Quy khach tham khao cac goi cuoc SIEU UU DAI tren ung dung MyVNPT https://my.vnpt.com.vn/adv/muagoicuoc . CSKH: 18001091(0d)."
"Sent","Aug 19, 2025 1:02:51 PM","888","","HUY D6V Y"
"Received","Aug 19, 2025 1:02:43 PM","888","888","Yeu cau Huy goi D6V khong thanh cong do goi cuoc van con 0.34GB. De xac nhan huy het uu dai con lai trong goi va huy goi, QK soan HUY D6V Y gui 888. CSKH: 18001091 (0d). Tran trong!"
"Sent","Aug 19, 2025 1:02:41 PM","888","","HUY D6V"
"Received","Aug 19, 2025 1:02:14 PM","888","888","Goi cuoc D6V: (6.000d/1 ngay) cua QK se duoc gia han chu ky tiep theo vao 08:16:27 ngay 20/08/02025. QK vui long duy tri tai khoan chinh toi thieu 6.000d de duoc gia han tu dong va huong uu dai goi cuoc. CSKH: 18001091 (0d). Tran trong!"
"Received","Aug 19, 2025 8:16:47 AM","888","888","QK da dang ky thanh cong goi D6V (6.000d/24h) voi UU DAI: 2GB+ MyTV addon VTVcab. Het dung luong ngung truy cap. Goi duoc gia han tu dong. Tra cuu chi tiet goi tren My VNPT https://my.vnpt.com.vn/adv/dungluong . CSKH 18001091(0d)."
"Sent","Aug 19, 2025 8:16:25 AM","888","","D6V"
"Received","Aug 18, 2025 9:01:13 AM","888","888","Quy khach da huy goi D6V thanh cong. Moi Quy khach tham khao cac goi cuoc SIEU UU DAI tren ung dung MyVNPT https://my.vnpt.com.vn/adv/muagoicuoc . CSKH: 18001091(0d)."
"Sent","Aug 18, 2025 9:00:51 AM","888","","HUY D6V Y"
"Received","Aug 18, 2025 5:52:23 AM","888","888","QK da dang ky thanh cong goi D6V (6.000d/24h) voi UU DAI: 2GB+ MyTV addon VTVcab. Het dung luong ngung truy cap. Goi duoc gia han tu dong. Tra cuu chi tiet goi tren My VNPT https://my.vnpt.com.vn/adv/dungluong . CSKH 18001091(0d)."
"Sent","Aug 18, 2025 5:52:00 AM","888","","D6V"
"Received","Aug 16, 2025 4:46:18 PM","VinaPhone","VinaPhone","Thuê bao của Quý khách đang nằm trong khu vực phủ sóng VinaPhone 5G. Quý khách hãy bật 5G trên máy điện thoại để trải nghiệm VinaPhone 5G siêu tốc độ. Mời Quý khách tham khảo cách bật 5G tại https://vnpt.com.vn/tu-van/cach-kich-hoat-5g-vinaphone.html . Trân trọng cảm ơn Quý khách đã đồng hành cùng VinaPhone. CSKH: 18001091 (0đ)."
"Received","Aug 14, 2025 11:51:02 AM","NAPTHE-VNP","NAPTHE-VNP","(TB) QUÀ TẶNG GIỮA THÁNG! Chỉ cần nạp thẻ vào NGÀY MAI 15/8/2025, Quý khách được tặng thêm ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ)."
"Received","Aug 12, 2025 10:30:02 AM","NAPTHE-VNP","NAPTHE-VNP","(TB) Đừng quên Nạp thẻ nhận ưu đãi 20% trong HÔM NAY 12/8/2025, dành riêng cho Quý khách nhận được tin nhắn! Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ). "
"Received","Aug 11, 2025 11:31:48 AM","NAPTHE-VNP","NAPTHE-VNP","(TB) Nạp thẻ ngay - Ưu đãi đến tay! Dành cho Quý khách nhận được tin nhắn:
+ Có ngay 20% giá trị thẻ nạp trong NGÀY MAI 12/8/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe .
CSKH: 18001091 (0đ). "
"Received","Aug 10, 2025 9:35:24 AM","NAPTHE-VNP","NAPTHE-VNP","(TB) Nạp thẻ liền tay - May mắn tới ngay! VinaPhone tặng Quý khách 50% khi nạp tiền bằng hình thức trực tiếp DUY NHẤT trên ứng dụng My VNPT trong HÔM NAY 10/8/2025 tại: https://my.vnpt.com.vn/adv/napdt . Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH:18001091 (0đ)."
"Received","Aug 5, 2025 10:03:40 AM","NAPTHE-VNP","NAPTHE-VNP","(TB) Đừng quên Nạp thẻ nhận ngay ưu đãi 20% trong HÔM NAY 05/8/2025, dành riêng cho Quý khách nhận được tin nhắn! Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ). "
"Received","Aug 4, 2025 10:58:42 AM","NAPTHE-VNP","NAPTHE-VNP","(TB) TUẦN MỚI - QUÀ TỚI! Dành cho Quý khách nhận được tin nhắn :
+ Có ngay 20% giá trị thẻ nạp trong NGÀY MAI 05/8/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe .
CSKH: 18001091 (0đ). 
"
"Received","Aug 3, 2025 9:36:33 AM","NAPTHE-VNP","NAPTHE-VNP","(TB) Nạp tiền tặng 50% - Vào My VNPT ngay! Áp dụng duy nhất khi Quý khách nạp tiền điện thoại bằng hình thức trực tiếp trên ứng dụng My VNPT tại https://my.vnpt.com.vn/adv/napdt trong HÔM NAY 03/8/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. CSKH:18001091 (0đ)."
"Received","Jul 31, 2025 2:35:09 PM","NAPTHE-VNP","NAPTHE-VNP","(TB) THÁNG MỚI VUI VẺ - NẠP THẺ CÓ QUÀ! VinaPhone tặng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 01/8/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ)."
"Received","Jul 30, 2025 10:34:42 PM","VNG","VNG","VNG: Activation code 263956 is used for VNGGames authentication"
"Received","Jul 30, 2025 12:36:09 PM","CHINH PHU","CHINH PHU","[TB] Toàn dân tích cực tham gia phòng, chống mua bán người. Khi phát hiện dấu hiệu liên quan đến mua bán người hãy thông báo ngay cho cơ quan Công an nơi gần nhất hoặc Tổng đài quốc gia 111 để được tư vấn, hỗ trợ, hướng dẫn kịp thời."
"Received","Jul 27, 2025 9:08:48 AM","MyVNPT","MyVNPT","(TB) KHUYẾN MẠI 50% NẠP THẺ VINA duy nhất hôm nay! Nhận ngay ưu đãi 50% (tối đa 10.000đ) vào tài khoản chính khi nạp trực tiếp trên My VNPT ngày 27/07! Áp dụng với giao dịch nạp thẻ đầu tiên cho chính mình của thuê bao trả trước. Nạp ngay tại https://my.vnpt.com.vn/adv/nap50. CSKH: 18001091 nhánh 3 (0đ). Trân trọng!"
"Received","Jul 24, 2025 11:26:59 PM","888","888","Quy khach da huy goi D6V thanh cong. Moi Quy khach tham khao cac goi cuoc SIEU UU DAI tren ung dung MyVNPT https://my.vnpt.com.vn/adv/muagoicuoc . CSKH: 18001091(0d)."
"Sent","Jul 24, 2025 11:26:17 PM","888","","HUY D6V Y"
"Received","Jul 24, 2025 8:15:55 PM","MOMO","MOMO","Ban co 10.000D qua Nap Dien Thoai & 140.000D qua khac trong MoMo, het han 31/7. Mo Vi > UU DAI > QUA CUA TOI dung ngay!"
"Received","Jul 24, 2025 7:56:52 PM","888","888","Quy khach da gia han thanh cong goi D6V(6.000d/24h) voi UU DAI: 2GB+ MyTV addon VTVcab. Het dung luong ngung truy cap. Goi duoc gia han tu dong. HSD: 19:56 25/07/2025. Tra cuu chi tiet goi tai https://my.vnpt.com.vn/adv/dungluong. LH 18001091(0d)"
"Received","Jul 23, 2025 7:56:31 PM","888","888","QK da dang ky thanh cong goi D6V (6.000d/24h) voi UU DAI: 2GB+ MyTV addon VTVcab. Het dung luong ngung truy cap. Goi duoc gia han tu dong. Tra cuu chi tiet goi tren My VNPT https://my.vnpt.com.vn/adv/dungluong . CSKH 18001091(0d)."
"Sent","Jul 23, 2025 7:56:26 PM","888","","D6V"
"Received","Jul 23, 2025 7:18:29 PM","MOMO","MOMO","Ban co the qua NAP DIEN THOAI MIEN PHI 10.000D trong MoMo, het han 31/7. Mo Vi > UU DAI > QUA CUA TOI dung ngay!"
"Received","Jul 22, 2025 7:29:17 PM","MOMO","MOMO","Ban co 10.000D qua Nap Dien Thoai & 140.000D qua khac trong MoMo, het han 31/7. Mo Vi > UU DAI > QUA CUA TOI dung ngay!"
"Received","Jul 21, 2025 7:50:48 PM","MOMO","MOMO","Ban co the qua NAP DIEN THOAI MIEN PHI 10.000D trong MoMo, het han 31/7. Mo Vi > UU DAI > QUA CUA TOI dung ngay!"
"Received","Jul 20, 2025 5:54:19 PM","NAPTHE-VNP","NAPTHE-VNP","(TB) Điện thoại hết tiền chớ lo - Đã có khuyến mại to! VinaPhone tặng Quý khách 50% khi nạp tiền điện thoại bằng hình thức trực tiếp DUY NHẤT trên ứng dụng My VNPT trong hôm nay 20/7/2025 tại: https://my.vnpt.com.vn/adv/napdt . Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH:18001091 (0đ)."
"Received","Jul 17, 2025 1:49:18 PM","NAPTHE-VNP","NAPTHE-VNP","(TB) Nạp căng tài khoản -Vui hè cùng khuyến mại! Chỉ cần nạp thẻ vào NGÀY MAI 18/7/2025, Quý khách được tặng thêm ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ)."
"Received","Jul 15, 2025 10:20:07 AM","NAPTHE-VNP","NAPTHE-VNP","(TB) Đừng bỏ quên ưu đãi VinaPhone dành riêng cho Quý khách nhận được tin nhắn và nạp thẻ trong HÔM NAY 15/7/2025, có ngay:
+ 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .
CSKH: 18001091 (0đ). 
"
"Received","Jul 14, 2025 9:04:52 PM","BO CONG AN","BO CONG AN","Cục An ninh mạng và Phòng chống tội phạm sử dụng công nghệ cao cảnh báo: Xuất hiện tình trạng lừa đảo giả mạo doanh nghiệp lữ hành, cơ sở lưu trú, khách sạn, khu nghỉ dưỡng… quảng cáo thông tin về các chương trình du lịch. Người dân khi có nhu cầu tìm kiếm tour du lịch, đặt phòng khách sạn… thông qua mạng xã hội cần kiểm tra kỹ Tính minh bạch của trang, lịch sử đổi tên, quốc gia của quản trị viên. Nếu thấy tài khoản mới được tạo lập hoặc mới đổi tên cần cảnh giác, kiểm tra kỹ thông tin từ nhiều nguồn khác nhau."
"Received","Jul 14, 2025 1:38:41 PM","NAPTHE-VNP","NAPTHE-VNP","(TB) Siêu ưu đãi giữa tháng dành cho Quý khách nhận được tin nhắn:
+ Có ngay 20% giá trị thẻ nạp trong NGÀY MAI 15/7/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .CSKH: 18001091 (0đ). 
"
"Received","Jul 10, 2025 11:01:39 AM","NAPTHE-VNP","NAPTHE-VNP","(TB) Ngày vàng tới rồi - Nạp thẻ ngay thôi! VinaPhone tặng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 11/7/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ)."
"Received","Jul 8, 2025 8:29:23 PM","BO CONG AN","BO CONG AN","Cục An ninh mạng và Phòng chống tội phạm sử dụng công nghệ cao cảnh báo: Xuất hiện tình trạng lừa đảo giả mạo lực lượng chức năng xã/phường… thông báo về sắp xếp đơn vị hành chính mới trên cả nước. Các đối tượng yêu cầu người dân truy cập đường dẫn hoặc cài ứng dụng VNeID giả mạo chứa mã độc, dụ dỗ người dân nhằm lấy mã OTP tài khoản ngân hàng hoặc dữ liệu sinh trắc học nhằm chiếm đoạt tài sản. Người dân cần cảnh giác, không làm theo các yêu cầu qua điện thoại, chỉ thực hiện cập nhật thông tin trực tiếp tại Công an xã/phường nơi sinh sống; Trình báo đến cơ quan Công an nơi gần nhất để được hướng dẫn."
"Received","Jul 8, 2025 11:04:20 AM","NAPTHE-VNP","NAPTHE-VNP","(TB) Nạp thẻ ngay- Quà liền tay! VinaPhone tặng riêng cho Quý khách nhận được tin nhắn:
+ 20% giá trị thẻ nạp trong HÔM NAY 08/7/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .CSKH: 18001091 (0đ)."
"Received","Jul 7, 2025 3:34:16 PM","NAPTHE-VNP","NAPTHE-VNP","(TB)VinaPhone có quà dành riêng cho Quý khách nhận được tin nhắn! Chỉ cần nạp thẻ trong NGÀY MAI 08/7/2025:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .
CSKH: 18001091 (0đ). "
"Received","Jul 6, 2025 10:02:18 PM","NAPTHE-VNP","NAPTHE-VNP","(TB) Vào My VNPT nạp liền tay – Nhận 50% ngay! Áp dụng duy nhất khi Quý khách nạp tiền điện thoại bằng hình thức trực tiếp trên ứng dụng My VNPT tại https://my.vnpt.com.vn/adv/napdt trong ngày 06/7/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. CSKH:18001091 (0đ)."
"Received","Jun 30, 2025 1:53:37 PM","900","900","Tai khoan cua Quy khach da duoc nap 50,000d tu 333895 vao 30/06/2025 13:53:34. Ma giao dich 2323256250. Chi tiet lien he CSKH 18001091 (0d). Tran trong cam on!"
"Received","Jun 30, 2025 1:53:35 PM","900","900","Tai khoan cua Quy khach da duoc nap 50,000d tu 333895 vao 30/06/2025 13:53:34. Ma giao dich 2323256250. Chi tiet lien he CSKH 18001091 (0d). Tran trong cam on!"
"Received","Jun 26, 2025 8:18:23 PM","BOCONGAN","BOCONGAN","[TB] Tham gia phòng, chống ma túy là bảo vệ chính bạn, gia đình và xã hội - Vì tương lai tốt đẹp!"
"Received","Jun 26, 2025 6:39:03 PM","VinaPhone","VinaPhone","(CSKH) Nhân kỷ niệm sinh nhật 29 năm, để tri ân Quý khách đã đồng hành trong suốt thời gian qua, VinaPhone tặng Quý khách 1000 điểm VinaPhone Plus để sử dụng đổi vật phẩm, voucher và nhiều quà tặng hấp dẫn khác. Kính mời Quý khách truy cập website hoặc ứng dụng My VNPT http://my.vnpt.com.vn/adv/vplus để nhận ưu đãi từ chương trình. CSKH 18001091 (0đ). Trân trọng./."
"Received","Jun 26, 2025 3:26:43 PM","VNG","VNG","VNG: Activation code 149642 is used for VNGGames authentication"
"Received","Jun 23, 2025 10:56:28 PM","888","888","Quy khach da huy goi D6V thanh cong. Moi Quy khach tham khao cac goi cuoc SIEU UU DAI tren ung dung MyVNPT https://my.vnpt.com.vn/adv/muagoicuoc . CSKH: 18001091(0d)."
"Sent","Jun 23, 2025 10:56:24 PM","888","","HUY D6V Y"
"Received","Jun 23, 2025 10:56:14 PM","888","888","Tin nhan cua Quy khach khong hop le. Vui long soan tin CTKM gui 900 hoac truy cap My VNPT tai https://my.vnpt.com.vn/adv/muagoicuoc de biet chi tiet UU DAI danh rieng cho Quy khach. CSKH: 18001091 (0d)."
"Sent","Jun 23, 2025 10:56:12 PM","888","","D6V Y"
"Received","Jun 23, 2025 10:32:43 PM","888","888","Quy khach da gia han thanh cong goi D6V(6.000d/24h) voi UU DAI: 2GB+ MyTV addon VTVcab. Het dung luong ngung truy cap. Goi duoc gia han tu dong. HSD: 22:32 24/06/2025. Tra cuu chi tiet goi tai https://my.vnpt.com.vn/adv/dungluong. LH 18001091(0d)"
"Received","Jun 23, 2025 9:06:39 AM","VinaPhone","VinaPhone","Thuê bao của Quý khách đang nằm trong khu vực phủ sóng VinaPhone 5G. Quý khách hãy bật 5G trên máy điện thoại để trải nghiệm VinaPhone 5G siêu tốc độ. Mời Quý khách tham khảo cách bật 5G tại https://vnpt.com.vn/tu-van/cach-kich-hoat-5g-vinaphone.html . Trân trọng cảm ơn Quý khách đã đồng hành cùng VinaPhone. CSKH: 18001091 (0đ)."
"Received","Jun 22, 2025 10:32:33 PM","888","888","QK da dang ky thanh cong goi D6V (6.000d/24h) voi UU DAI: 2GB+ MyTV addon VTVcab. Het dung luong ngung truy cap. Goi duoc gia han tu dong. Tra cuu chi tiet goi tren My VNPT https://my.vnpt.com.vn/adv/dungluong . CSKH 18001091(0d)."
"Sent","Jun 22, 2025 10:32:28 PM","888","","D6V"
"Received","Jun 22, 2025 6:02:28 PM","BOCONGAN","BOCONGAN","[TB] Chung một quyết tâm - Hãy hành động vì cộng đồng không ma tuý!"
"Received","Jun 21, 2025 10:31:15 PM","900","900","Tai khoan cua Quy khach da duoc nap 10,000d tu 151753 vao 21/06/2025 22:31:09. Ma giao dich 2318037465. Chi tiet lien he CSKH 18001091 (0d). Tran trong cam on!"
"Received","Jun 21, 2025 7:45:20 PM","MOMO","MOMO","Ban co the qua NAP DIEN THOAI MIEN PHI 10.000D trong MoMo, het han 30/6. Mo Vi > UU DAI > QUA CUA TOI dung ngay!"
"Received","Jun 21, 2025 5:09:04 PM","VinaPhone","VinaPhone","(CSKH) Nhân kỷ niệm sinh nhật 29 năm, để tri ân Quý khách đã đồng hành trong suốt thời gian qua, VinaPhone tặng Quý khách 1000 điểm VinaPhone Plus để sử dụng đổi vật phẩm, voucher và nhiều quà tặng hấp dẫn khác. Kính mời Quý khách truy cập website hoặc ứng dụng My VNPT http://my.vnpt.com.vn/adv/vplus để nhận ưu đãi từ chương trình. CSKH 18001091 (0đ). Trân trọng./."
"Received","Jun 19, 2025 2:23:13 PM","NAPTHE-VNP","NAPTHE-VNP","(TB) Ngày vàng tới - Nạp thẻ ngay đừng đợi! Quý khách nhận ngay ưu đãi 20% giá trị thẻ nạp vào NGÀY MAI 20/6/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ)."
"Received","Jun 18, 2025 8:34:24 PM","BOCONGAN","BOCONGAN","[TB] Toàn dân tích cực hưởng ứng Tháng hành động phòng, chống ma túy (tháng 6), Ngày quốc tế phòng, chống ma túy và Ngày toàn dân phòng, chống ma túy (ngày 26/6)!"
"Received","Jun 15, 2025 9:41:15 AM","NAPTHE-VNP","NAPTHE-VNP","(TB) SIÊU KHUYẾN MẠI GIỮA THÁNG! VinaPhone tặng Quý khách 50% khi nạp tiền bằng hình thức trực tiếp DUY NHẤT trên ứng dụng My VNPT trong hôm nay 15/6/2025 tại: https://my.vnpt.com.vn/adv/napdt . Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH: 18001091 (0đ)."
"Received","Jun 7, 2025 1:49:54 PM","CELLPHONES","CELLPHONES","Back to School 2025 da tro lai tu 6/6 - 31/10 voi chuoi CT hap dan danh rieng HSSV: Giam them 10% + qua dac quyen 1.6tr. Chi tiet: https://go.cps.onl/yckwwh48"
"Received","Jun 5, 2025 4:47:28 PM","NAPTHE-VNP","NAPTHE-VNP","(TB) Nạp thẻ nhận quà! VinaPhone tặng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 06/6/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ)."
"Received","Jun 1, 2025 3:22:39 PM","NAPTHE-VNP","NAPTHE-VNP","(TB) THÁNG MỚI - QUÀ KHỦNG! Duy nhất HÔM NAY - 01/6/2025, Quý khách nhận ngay 50% khi nạp tiền bằng hình thức trực tiếp duy nhất trên ứng dụng My VNPT tại: https://my.vnpt.com.vn/adv/napdt . Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH:18001091 (0đ)."
"Received","May 31, 2025 4:44:13 PM","MyVNPT","MyVNPT","(TB) Ưu đãi 50% mỗi Chủ Nhật khi nạp thẻ VinaPhone trên My VNPT! Chủ Nhật 1/6/2025, My VNPT tặng bạn khuyến mại 50% vào TKKM3 dùng gọi/nhắn tin trong 15 ngày. Áp dụng cho thuê bao trả trước, không giới hạn mệnh giá & số lần nạp. Đặt lịch tại https://my.vnpt.com.vn/adv/napthe50. CSKH: 18001091 nhánh 3 (0đ). Trân trọng!"
"Received","May 25, 2025 8:39:45 PM","NAPTHE-VNP","NAPTHE-VNP","(TB) Chủ Nhật Độc Quyền - Ưu đãi 50% (tối đa 10.000đ vào tài khoản chính di động). Áp dụng duy nhất với giao dịch nạp thẻ trực tiếp đầu tiên cho chính mình trên ứng dụng My VNPT trong ngày 25/5/2025 tại https://my.vnpt.com.vn/adv/napthe50 . CSKH: 18001091 nhánh 3 (0đ)."
"Received","May 24, 2025 10:49:50 AM","MyVNPT","MyVNPT","(TB) CHỦ NHẬT VÀNG - NẠP LÀ LỜI! My VNPT tặng bạn ưu đãi 50% tối đa 10.000đ khi nạp thẻ VinaPhone cho thuê bao trả trước (ưu đãi được tự động nạp vào tài khoản chính). Áp dụng cho giao dịch nạp thẻ đầu tiên cho chính mình. Đặt lịch ngay tại https://my.vnpt.com.vn/adv/napthe50. CSKH: 18001091 nhánh 3 (0đ). Trân trọng!"
"Received","May 22, 2025 7:37:30 AM","UIT","UIT","Truong DH CNTT thong bao hoc bu mon Cong nghe Java(IE303.P21.1) vao thu 6 ngay 30/05/2025, Tiet 1,2,3,4,5, Phong B2.02. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Received","May 20, 2025 2:52:35 PM","UIT","UIT","Truong DH CNTT thong bao hoc HT2 mon Nhap mon bao dam va an ninh thong tin(IE105.P22.1) vao thu 3 ngay 27/05/2025, Tiet 1,2,3,4,5, Phong B2.18. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Received","May 19, 2025 10:13:10 AM","UIT","UIT","Truong DH CNTT thong bao hoc bu mon Phan tich du lieu lon(DS200.P21.1) vao thu 3 ngay 27/05/2025, Tiet 1,2,3,4,5, Phong B2.16. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Received","May 18, 2025 2:54:11 PM","NAPTHE-VNP","NAPTHE-VNP","(TB) Chủ Nhật Độc Quyền - Ưu đãi 50% (tối đa 10.000đ vào tài khoản chính di động). Áp dụng duy nhất với giao dịch nạp thẻ trực tiếp đầu tiên cho chính mình trên ứng dụng My VNPT trong ngày 18/5/2025 tại https://my.vnpt.com.vn/adv/napthe50 . CSKH: 18001091 nhánh 3 (0đ). "
